Parameter1,Parameter2,Parameter3,Parameter4,Parameter5,Parameter6,Parameter7,Parameter8,Parameter9,Parameter10,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Quality_label
0.61275033,0.008016452,0.021908633,1.621802368,12.91721128,22.93717192,0.152058832,0.035407171,0.593081227,37.40705398,7.038581623,0.010380627,4.414571571,0.934304216,0.080410574,50.73072915,0.065620172,0.267836712,0.316476352,3.025524645,Pass
0.187359713,1665.414759,0.885712557,53.38511421,11.57280667,18.87298153,0.152058832,0.035407171,0.593081227,37.40705398,4.317767192,69233.47255,1.101974634,0.654516954,0.045611122,71.01489899,0.396884468,0.084859504,0.213072628,1.218224645,Pass
14.80112762,0.616397065,0.169861875,9.053984865,10.36832573,15.52891668,0.152058832,0.035407171,0.593081227,37.40705398,109.6670583,94.58517049,442.0247812,0.458514941,0.069264791,20.35976092,4.845246871,0.800331182,2.525588986,0.437794099,Pass
0.007611013,0.000446342,59.91737798,0.282766784,10.36832573,15.52891668,0.152058832,0.035407171,0.593081227,37.40705398,3.861564571,0.00456696,0.525348954,19.82402773,0.559398656,314.9691118,0.766699368,5.741020218,0.112029026,3.202526831,Fail
16.24532385,0.0001696,3.313018114,0.380756734,16.09269921,33.87962382,0.152058832,0.035407171,0.593081227,37.40705398,11.52305157,0.00092725,0.098274518,3.152053792,0.16955724,109.4370858,0.388268421,0.403780152,0.038688465,1.975195462,Fail
0.152165496,0.102366967,0.116138235,3.853700919,16.09269921,33.87962382,0.152058832,0.035407171,0.593081227,37.40705398,0.009930061,0.472309334,65.43494135,0.199846343,0.115036243,2.342596248,0.031803892,0.12793087,1.089579116,0.338965528,Pass
0.100324142,0.63710503,0.370164339,2.967213495,16.09269921,33.87962382,0.152058832,0.035407171,0.593081227,37.40705398,28.58031678,0.429640455,0.390243052,0.472317579,0.18543714,4.375078434,0.285550946,0.717347806,0.830112434,0.054955214,Excellent
0.531946238,4.622126234,12.03836942,0.049845308,17.96217649,27.87656284,0.152058832,0.035407171,0.593081227,37.40705398,184.3491653,0.085007112,0.097362699,1.184495043,0.368366087,6.42587911,0.332972093,1.081445497,0.136532914,0.068988585,Excellent
0.016834041,23.03682518,2831.066063,0.390949784,16.09269921,22.93717192,0.152058832,0.035407171,0.593081227,37.40705398,2.311061543,0.99986166,0.054870879,0.501181861,0.061471247,27.16331091,0.065620172,0.105628331,0.018887277,0.056539888,Pass
0.135457776,0.00112887,0.208215025,0.444092063,9.289205427,15.52891668,0.152058832,0.035407171,0.593081227,37.40705398,0.366020013,0.006912585,0.005205969,0.383768909,0.669086366,0.41537204,2.297347936,2.976797531,0.207868801,0.024792468,Good
0.001682488,91.82737758,0.13104748,0.946327615,9.289205427,15.52891668,0.152058832,0.035407171,0.593081227,37.40705398,0.11043591,0.312173194,25.19752269,0.805536497,0.125809973,20.35976092,7.85272962,1.14228538,14.25762487,0.358796019,Pass
26.95687103,0.566061736,0.07181272,1.222584287,9.289205427,15.52891668,0.152058832,0.035407171,0.593081227,37.40705398,0.206402679,0.000106562,0.042766351,0.057505618,0.034868206,2.127946801,0.03323107,0.032563105,10.59709877,0.20906091,Pass
5.357369679,136.2612021,24.1392104,4.59187461,7.456215243,12.77737982,0.152058832,0.035407171,0.593081227,37.40705398,18.27137836,25.20484246,0.318449411,1.641421201,0.281603792,16.79961465,0.180098834,1.081445497,0.830112434,1.529310638,Good
0.749374566,9.269162843,0.000406485,0.510579869,7.456215243,12.77737982,0.152058832,0.035407171,0.593081227,37.40705398,48.57730091,52.3418637,2.925608206,0.218442963,0.049882836,10.39000928,0.01321901,0.016428618,1315.725395,12.18306908,Pass
0.151514571,0.11407292,4.004610296,0.674398432,7.456215243,10.51338213,0.152058832,0.035407171,0.593081227,37.40705398,21.56943916,0.197832064,205.2508019,0.372553949,0.01977822,114.8240493,0.055053014,0.046476209,7.876382177,0.03487163,Fail
2.455754949,0.001797901,3.716348464,15.75548414,7.456215243,10.51338213,0.152058832,0.035407171,0.593081227,37.40705398,68.77459899,2165.984417,0.115228977,2.717631286,0.228516524,55.84802011,0.766699368,0.96931442,3.234045876,0.054955214,Good
0.391458485,768.4467994,143.1081193,0.853814386,17.96217649,27.87656284,0.152058832,0.035407171,0.593081227,37.40705398,0.006145798,0.073839428,0.018120214,0.293862542,0.051393863,15.26028495,0.224301013,0.215174191,0.070032867,0.166534611,Pass
0.010934823,0.005166679,0.349732645,0.446730583,11.57280667,22.93717192,0.152058832,0.035407171,0.593081227,37.40705398,22604.51652,4.35791883,0.041001137,0.046724639,0.011908719,8.1709818,0.03874972,0.008288506,16.13388416,0.329465157,Pass
0.023850424,0.008287555,29.71913017,11.90108555,14.41779441,27.87656284,0.152058832,0.035407171,0.593081227,37.40705398,0.186350022,0.002894275,27.77118892,0.302708662,0.065251767,11.43806637,0.21466793,0.182591364,0.109292965,0.049048388,Pass
1.014515809,0.041490737,10.306104,7309.203622,6.680183174,18.87298153,0.152058832,0.035407171,0.593081227,37.40705398,0.000996725,4.501299533,0.008494838,2.143609114,0.037012623,647.5794261,7.192709342,0.111570762,0.531920364,1.027190833,Fail
412.8718644,1.208342743,11.58035831,0.016238505,17.96217649,15.52891668,0.152058832,0.035407171,0.593081227,37.40705398,2.662433376,0.521159112,777.2728985,0.805536497,0.033843049,160.735286,0.184095399,0.172866266,0.301206656,0.437794099,Fail
1.821129999,7.128088828,1110.181403,7.843752159,17.96217649,15.52891668,0.152058832,0.035407171,0.593081227,37.40705398,0.076644838,23821.01059,2.058513336,0.268845257,0.045611122,16.79961465,0.009937622,0.080339756,0.114833581,0.450418214,Pass
0.029940479,0.00764636,0.050742146,73.68156617,17.96217649,18.87298153,0.152058832,0.035407171,0.593081227,37.40705398,23.53416399,7.71E-05,6.707693105,0.372553949,0.059663935,18.49421904,3.805954066,1.921274611,0.065025973,0.061573391,Pass
0.073149121,46.38804689,27.20285423,3.908897916,17.96217649,18.87298153,0.152058832,0.035407171,0.593081227,37.40705398,0.232741901,0.808518976,307.3761383,0.167267861,0.018084513,34.54016412,0.118686758,0.168199717,0.133198401,0.203201446,Pass
43.32129334,0.010841619,20151.8644,0.580869733,20.0488296,18.87298153,0.152058832,0.035407171,0.593081227,37.40705398,0.008748848,2.526446109,0.439716662,0.188336706,0.215276862,0.775756921,3.723329824,3.507997229,0.020850801,0.148634745,Excellent
137.6584797,0.006747221,0.314906005,17.68918615,10.36832573,22.93717192,0.152058832,0.035407171,0.593081227,37.40705398,0.633829124,0.326159171,4.472122812,0.311821076,0.093349888,6.742188482,4.155197549,0.94314764,0.091922909,0.148634745,Pass
29.84328557,0.000130669,0.036968503,0.967051671,11.57280667,8.65053754,0.152058832,0.035407171,0.593081227,37.40705398,1.731011351,2.332132555,0.001115875,0.057505618,0.044270112,1.448818753,0.229278467,0.94314764,0.35812366,16.65571029,Pass
0.109568626,3.902277952,0.016001808,0.042465196,11.57280667,8.65053754,0.152058832,0.035407171,0.593081227,37.40705398,63.73695112,0.942232856,1.326557266,0.167267861,0.087941434,2.83903533,1.970164734,0.100002403,0.024185376,0.097035294,Pass
